,coin,duration,favorite,like,sectid,sectname,time,view
29,2.0,710.0,13.0,1.0,85.0,短片,2011-06-16 07:11:36,2183.0
30,16.66,924.08,150.53,1.92,47.0,短片-手书-配音,2011-06-16 07:11:36,5751.82
31,1.0,2819.0,19.0,0.0,178.0,科学探索,2011-06-16 07:11:36,2609.0
32,19.34,655.91,233.2,0.65,27.19,综合,2011-06-16 07:11:36,4848.19
33,13.0,2758.0,611.0,2.0,71.0,综艺,2011-06-16 07:11:36,22006.0
34,2.22,1396.52,4.78,0.09,65.0,网络游戏,2011-06-16 07:11:36,2024.0
35,10.54,279.33,76.56,1.85,31.0,翻唱,2011-06-16 07:11:36,4258.81
36,97.0,8760.0,1906.0,1.0,180.0,舌尖上的旅行,2011-06-16 07:11:36,-1.0
37,1.0,3108.0,56.0,0.0,124.0,趣味科普人文,2011-06-16 07:11:36,3728.0
38,9.0,13271.0,213.0,1.0,163.0,运动,2011-06-16 07:11:36,11334.0
39,56.96,1358.88,42.9,0.5,33.0,连载动画,2011-06-16 07:11:36,52401.22
40,22.53,181.72,151.44,3.28,26.0,音MAD,2011-06-16 07:11:36,16253.89
41,18.4,1444.72,146.68,0.72,130.0,音乐选集,2011-06-16 07:11:36,13083.01
42,2.67,209.67,9.83,0.17,136.0,音游,2011-06-16 07:11:36,4135.17
43,4.15,143.36,58.42,0.58,22.0,鬼畜调教,2011-06-16 07:11:36,9226.21
0,0.0,74.0,15.0,0.0,175.0,ASMR,2011-06-26 07:11:36,9015.0
1,17.13,337.47,109.96,1.01,24.0,MAD-AMV,2011-06-26 07:11:36,6034.99
2,5.62,377.95,87.5,0.75,25.0,MMD-3D,2011-06-26 07:11:36,4943.34
3,0.67,1351.47,4.07,0.07,19.0,Mugen,2011-06-26 07:11:36,3956.33
4,9.76,506.41,95.84,1.33,30.0,VOCALOID-UTAU,2011-06-26 07:11:36,6486.14
5,0.47,0.0,7.31,0.34,16.0,flash游戏,2011-06-26 07:11:36,4673.78
6,0.0,106.0,46.0,0.0,154.0,三次元舞蹈,2011-06-26 07:11:36,6036.0
7,3.94,857.15,53.25,0.57,29.0,三次元音乐,2011-06-26 07:11:36,4032.12
8,100.33,142.17,720.83,1.83,126.0,人力VOCALOID,2011-06-26 07:11:36,59863.5
9,28.44,262.78,153.78,14.78,174.0,其他,2011-06-26 07:11:36,25648.67
10,2.76,1440.97,16.9,0.37,17.0,单机联机,2011-06-26 07:11:36,5365.37
11,1.0,2202.0,10.0,0.0,185.0,国产剧,2011-06-26 07:11:36,-1.0
12,8.67,312.33,70.5,0.83,153.0,国产动画,2011-06-26 07:11:36,4155.33
13,5.0,76.0,58.0,2.0,168.0,国产原创相关,2011-06-26 07:11:36,14589.0
14,5.96,502.25,64.36,0.16,20.0,宅舞,2011-06-26 07:11:36,5713.71
15,481.85,19865.42,3046.88,7.45,32.0,完结动画,2011-06-26 07:11:36,285061.09
16,6.25,738.75,88.5,1.75,152.0,官方延伸,2011-06-26 07:11:36,11960.25
17,35.0,2004.0,146.0,3.0,169.0,布袋戏,2011-06-26 07:11:36,14212.0
18,6.0,6744.5,118.0,1.5,183.0,影视剪辑,2011-06-26 07:11:36,7126.0
19,0.0,290.0,9.0,0.0,95.0,数码,2011-06-26 07:11:36,2379.0
20,11.76,753.36,126.1,4.7,21.0,日常,2011-06-26 07:11:36,13958.92
21,1.0,702.38,10.88,0.25,173.0,桌游棋牌,2011-06-26 07:11:36,6266.12
22,11.79,494.83,140.88,0.25,59.0,演奏,2011-06-26 07:11:36,7048.83
23,63.0,56594.0,2625.0,9.0,39.0,演讲-公开课,2011-06-26 07:11:36,44345.0
24,19.5,1865.5,270.5,17.5,86.0,特摄,2011-06-26 07:11:36,12481.0
25,2.86,2075.21,15.13,0.14,171.0,电子竞技,2011-06-26 07:11:36,7075.5
26,2.5,1060.5,4.0,0.0,85.0,短片,2011-06-26 07:11:36,1422.0
27,2.92,309.11,42.38,0.76,47.0,短片-手书-配音,2011-06-26 07:11:36,3746.73
28,0.5,5434.5,12.5,0.0,178.0,科学探索,2011-06-26 07:11:36,4883.0
29,2.0,268.0,8.0,1.0,162.0,绘画,2011-06-26 07:11:36,1253.0
30,7.61,690.71,68.54,0.54,27.0,综合,2011-06-26 07:11:36,4240.95
31,1.42,1630.67,6.72,0.14,65.0,网络游戏,2011-06-26 07:11:36,2354.53
32,12.21,954.83,115.58,0.68,31.0,翻唱,2011-06-26 07:11:36,5678.97
33,82.69,1312.32,85.75,0.21,33.0,连载动画,2011-06-26 07:11:36,79960.17
34,4.5,600.5,173.0,0.0,122.0,野生技术协会,2011-06-26 07:11:36,8688.5
35,16.69,196.2,124.7,0.77,26.0,音MAD,2011-06-26 07:11:36,9549.62
36,8.73,955.44,118.96,0.63,130.0,音乐选集,2011-06-26 07:11:36,9548.11
37,2.08,275.23,21.69,0.15,136.0,音游,2011-06-26 07:11:36,5287.0
38,1.0,62.0,6.0,0.0,184.0,预告 资讯,2011-06-26 07:11:36,4022.0
39,16.13,172.66,113.38,0.7,22.0,鬼畜调教,2011-06-26 07:11:36,12281.62
0,2.0,73.0,14.0,0.0,175.0,ASMR,2011-07-06 07:11:36,11753.0
1,608.23,256.45,1447.49,31.92,24.0,MAD-AMV,2011-07-06 07:11:36,41063.44
2,3.91,386.37,87.56,0.35,25.0,MMD-3D,2011-07-06 07:11:36,4915.35
3,11.56,1399.44,28.0,0.28,19.0,Mugen,2011-07-06 07:11:36,13588.44
4,19.87,356.88,240.67,3.15,30.0,VOCALOID-UTAU,2011-07-06 07:11:36,7631.55
5,0.52,0.0,1.9,0.0,16.0,flash游戏,2011-07-06 07:11:36,1853.48
6,0.0,61.0,0.0,0.0,154.0,三次元舞蹈,2011-07-06 07:11:36,2493.0
7,9.32,884.71,84.27,0.86,29.0,三次元音乐,2011-07-06 07:11:36,5302.25
8,222.0,143.67,1357.33,8.33,126.0,人力VOCALOID,2011-07-06 07:11:36,126236.0
9,23.73,272.0,246.27,12.82,174.0,其他,2011-07-06 07:11:36,24195.73
10,3.41,1954.6,23.38,0.41,17.0,单机联机,2011-07-06 07:11:36,4911.79
11,6.0,2724.0,12.0,0.0,153.0,国产动画,2011-07-06 07:11:36,31210.5
12,5.0,248.0,57.0,4.0,168.0,国产原创相关,2011-07-06 07:11:36,7841.0
13,11.86,332.82,119.18,1.05,20.0,宅舞,2011-07-06 07:11:36,18254.02
14,1382.81,19920.3,5233.3,30.3,32.0,完结动画,2011-07-06 07:11:36,534709.41
15,60.6,884.4,637.8,9.2,152.0,官方延伸,2011-07-06 07:11:36,16154.6
16,204.0,4654.0,3536.0,267.0,183.0,影视剪辑,2011-07-06 07:11:36,260284.0
17,0.0,534.0,1.0,0.0,182.0,影视杂谈,2011-07-06 07:11:36,2333.5
18,0.5,234.5,2.5,0.0,138.0,搞笑,2011-07-06 07:11:36,1893.5
19,0.0,165.0,3.0,0.0,95.0,数码,2011-07-06 07:11:36,4147.0
20,6.16,473.06,58.37,1.36,21.0,日常,2011-07-06 07:11:36,8606.32
21,0.2,374.4,3.0,0.0,173.0,桌游棋牌,2011-07-06 07:11:36,3766.6
22,4.0,276.17,50.83,0.33,59.0,演奏,2011-07-06 07:11:36,3273.0
23,17.0,16081.0,1071.0,1.0,179.0,热血军事,2011-07-06 07:11:36,42414.0
24,3.0,1993.5,114.5,0.5,86.0,特摄,2011-07-06 07:11:36,6781.0
25,0.55,1714.08,3.48,0.05,171.0,电子竞技,2011-07-06 07:11:36,2635.67
26,44.96,1133.65,374.7,7.43,47.0,短片-手书-配音,2011-07-06 07:11:36,10798.0
